Process summary;93;0;88.2
Process summary;57;0;90.2
Process summary;39;0;91.2
Process summary;68;0;91.5
Process summary;55;0;92.5
Process summary;54;0;93.1
Process summary;86;1;94.0
Process summary;62;0;96.6
Process summary;54;0;100.2
Process summary;96;0;104.1
