url;news_count;total_duration
https://www.noticiasdenavarra.com/;38;0;271.2
https://www.lainformacion.com/;0;0;1.9
https://www.informacion.es/;105;0;217.5
https://www.eldiario.es/;54;0;77.4
https://www.diariodemallorca.es/;80;0;155.7
https://cronicaglobal.elespanol.com/;9;0;33.0
