url;news_count;total_duration
https://www.ultimahora.es/;3;0;147.9
https://www.lasprovincias.es/;117;0;127.1
https://www.huffingtonpost.es/;43;0;76.1
https://www.europapress.es/;152;0;162.6
https://www.elcorreo.com/;94;0;80.0
https://www.diariocordoba.com/;71;0;151.5
