url;news_count;total_duration
https://www.laverdad.es/;107;0;261.3
https://www.laopinioncoruna.es/;76;0;147.8
https://www.elnortedecastilla.es/;102;0;114.8
https://www.elcomercio.es/;109;0;108.0
https://www.20minutos.es/;79;0;33.2
https://elpais.com/;91;1;131.9
