url;news_count;total_duration
https://www.libertaddigital.com/;39;0;166.3
https://www.larioja.com/;94;0;121.5
https://www.hoy.es/;110;0;112.2
https://www.eldiariomontanes.es/;96;0;104.9
https://www.elconfidencial.com/;61;0;50.1
https://www.diariodecadiz.es/;41;0;64.2
https://www.abc.es/;152;0;234.2
