url;news_count;total_duration
https://www.publico.es/;0;0;182.6
https://www.laopiniondezamora.es/;79;0;201.4
https://www.elperiodicoextremadura.com/;69;0;168.9
https://www.diariodesevilla.es/;50;0;58.6
https://www.deia.eus/;37;0;76.6
https://efe.com/;32;0;45.5
