url;news_count;total_duration
https://www.lne.es/;121;0;322.9
https://www.heraldo.es/;63;0;51.6
https://www.elplural.com/;13;0;12.9
https://www.elperiodicomediterraneo.com/;68;0;153.5
https://www.diariovasco.com/;113;0;119.1
https://sevilla.abc.es/;0;0;41.7
