url;news_count;total_duration
https://www.lavozdigital.es/;7;0;271.8
https://www.ideal.es/;99;0;117.6
https://www.elperiodicodearagon.com/;63;0;145.3
https://www.diariosur.es/;98;0;110.5
https://okdiario.com/;102;0;64.3
